5.423,0.1
5.526,4.9112
5.526,0.1
5.526,16.8351
5.526,4.9038
5.526,0.1
5.526,16.8471
5.526,4.913
5.526,0.1
5.526,16.8503
5.526,4.8899
5.526,0.1
5.526,16.8246
5.526,4.9119
5.526,0.1
5.628,4.8129
5.628,0.1
5.628,17.1181
5.628,4.8312
5.628,0.1
5.628,17.0945
5.628,4.8238
5.628,0.1
5.628,17.095
5.628,4.8228
5.628,0.1
5.628,17.1017
5.628,4.8231
5.628,0.1
5.731,4.7396
5.731,0.1
5.731,17.3323
5.731,4.7478
5.731,0.1
5.731,17.3432
5.731,4.7222
5.731,0.1
5.731,17.3699
5.731,4.7395
5.731,0.1
5.731,17.3228
5.731,4.7246
5.731,0.1
5.833,4.6317
5.833,0.1
5.833,17.5745
5.833,4.6442
5.833,0.1
5.833,17.5929
5.833,4.6461
5.833,0.1
5.833,17.6009
5.833,4.6459
5.833,0.1
5.833,17.5596
5.833,4.6413
5.833,0.1
5.936,4.5673
5.936,0.1
5.936,17.8312
5.936,4.545
5.936,0.1
5.936,17.8364
5.936,4.5596
5.936,0.1
5.936,17.8249
5.936,4.5562
5.936,0.1
5.936,17.8372
5.936,4.5586
5.936,0.1
6.038,4.4723
6.038,0.1
6.038,18.0737
6.038,4.4802
6.038,0.1
6.038,18.0466
6.038,4.4739
6.038,0.1
6.038,18.047
6.038,4.4966
6.038,0.1
6.038,18.064
6.038,4.5012
6.038,0.1
6.141,4.4196
6.141,0.1
6.141,18.2588
6.141,4.4078
6.141,0.1
6.141,18.2663
6.141,4.3927
6.141,0.1
6.141,18.2457
6.141,4.398
6.141,0.1
6.141,18.2882
6.141,4.3929
6.141,0.1
6.244,4.3018
6.244,0.1
6.244,18.4602
6.244,4.3115
6.244,0.1
6.244,18.4584
6.244,4.321
6.244,0.1
6.244,18.4723
6.244,4.3053
6.244,0.1
6.244,18.4598
6.244,4.3189
6.244,0.1
6.346,4.2214
6.346,0.1
6.346,18.6476
6.346,4.2075
6.346,0.1
6.346,18.6485
6.346,4.222
6.346,0.1
6.346,18.6584
6.346,4.2482
6.346,0.1
6.346,18.6623
6.346,4.2382
6.346,0.1
6.449,4.1291
6.449,0.1
6.449,18.8163
6.449,4.1437
6.449,0.1
6.449,18.8362
6.449,4.1213
6.449,0.1
6.449,18.8239
6.449,4.1409
6.449,0.1
6.449,18.817
6.449,4.1302
6.449,0.1
6.551,4.0403
6.551,0.1
6.551,18.9879
6.551,4.0522
6.551,0.1
6.551,18.9764
6.551,4.0559
6.551,0.1
6.551,18.9955
6.551,4.0527
6.551,0.1
6.551,18.9985
6.551,4.0699
6.551,0.1
6.654,3.9685
6.654,0.1
6.654,19.1507
6.654,3.9819
6.654,0.1
6.654,19.1438
6.654,3.9581
6.654,0.1
6.654,19.1299
6.654,3.9598
6.654,0.1
6.654,19.1548
6.654,3.9675
6.654,0.1
6.756,3.8826
6.756,0.1
6.756,19.2629
6.756,3.8783
6.756,0.1
6.756,19.2726
6.756,3.8907
6.756,0.1
6.756,19.2702
6.756,3.8688
6.756,0.1
6.756,19.2861
6.756,3.8918
6.756,0.1
6.859,3.7846
6.859,0.1
6.859,19.4098
6.859,3.8106
6.859,0.1
6.859,19.4191
6.859,3.7936
6.859,0.1
6.859,19.3977
6.859,3.7688
6.859,0.1
6.859,19.3964
6.859,3.7895
6.859,0.1
6.962,3.7123
6.962,0.1
6.962,19.4994
6.962,3.7202
6.962,0.1
6.962,19.4899
6.962,3.7141
6.962,0.1
6.962,19.5129
6.962,3.7136
6.962,0.1
6.962,19.4999
6.962,3.7149
6.962,0.1
7.064,3.6263
7.064,0.1
7.064,19.59
7.064,3.6091
7.064,0.1
7.064,19.5658
7.064,3.6353
7.064,0.1
7.064,19.5992
7.064,3.6235
7.064,0.1
7.064,19.5912
7.064,3.6337
7.064,0.1
7.167,3.5258
7.167,0.1
7.167,19.6749
7.167,3.5644
7.167,0.1
7.167,19.6798
7.167,3.5334
7.167,0.1
7.167,19.6422
7.167,3.5427
7.167,0.1
7.167,19.6613
7.167,3.5417
7.167,0.1
7.269,3.4564
7.269,0.1
7.269,19.7015
7.269,3.4517
7.269,0.1
7.269,19.7102
7.269,3.4598
7.269,0.1
7.269,19.7332
7.269,3.4347
7.269,0.1
7.269,19.7016
7.269,3.4584
7.269,0.1
7.372,3.3522
7.372,0.1
7.372,19.7736
7.372,3.3649
7.372,0.1
7.372,19.7328
7.372,3.3771
7.372,0.1
7.372,19.7548
7.372,3.3637
7.372,0.1
7.372,19.7458
7.372,3.3632
7.372,0.1
7.474,3.265
7.474,0.1
7.474,19.7964
7.474,3.2924
7.474,0.1
7.474,19.7757
7.474,3.2743
7.474,0.1
7.474,19.7472
7.474,3.2603
7.474,0.1
7.474,19.7473
7.474,3.2655
7.474,0.1
7.577,3.1954
7.577,0.1
7.577,19.7285
7.577,3.2041
7.577,0.1
7.577,19.7648
7.577,3.2072
7.577,0.1
7.577,19.7473
7.577,3.1978
7.577,0.1
7.577,19.7755
7.577,3.2027
7.577,0.1
7.679,3.1189
7.679,0.1
7.679,19.7276
7.679,3.1203
7.679,0.1
7.679,19.7223
7.679,3.1052
7.679,0.1
7.679,19.7129
7.679,3.1043
7.679,0.1
7.679,19.6876
7.679,3.1218
7.679,0.1
7.782,3.0297
7.782,0.1
7.782,19.6877
7.782,3.0253
7.782,0.1
7.782,19.713
7.782,3.0282
7.782,0.1
7.782,19.6668
7.782,3.0481
7.782,0.1
7.782,19.6878
7.782,3.0412
7.782,0.1
7.885,2.9553
7.885,0.1
7.885,19.647
7.885,2.9419
7.885,0.1
7.885,19.5846
7.885,2.9495
7.885,0.1
7.885,19.6162
7.885,2.9284
7.885,0.1
7.885,19.5882
7.885,2.9518
7.885,0.1
7.987,2.8675
7.987,0.1
7.987,19.5325
7.987,2.8784
7.987,0.1
7.987,19.535
7.987,2.8767
7.987,0.1
7.987,19.524
7.987,2.8541
7.987,0.1
7.987,19.5182
7.987,2.868
7.987,0.1
8.09,2.7706
8.09,0.1
8.09,19.4023
8.09,2.759
8.09,0.1
8.09,19.4151
8.09,2.7617
8.09,0.1
8.09,19.4361
8.09,2.7586
8.09,0.1
8.09,19.3686
8.09,2.7585
8.09,0.1
8.192,2.6829
8.192,0.1
8.192,19.2337
8.192,2.7008
8.192,0.1
8.192,19.2187
8.192,2.688
8.192,0.1
8.192,19.2951
8.192,2.6752
8.192,0.1
8.192,19.2695
8.192,2.6927
8.192,0.1
8.295,2.6037
8.295,0.1
8.295,19.064
8.295,2.6033
8.295,0.1
8.295,19.0861
8.295,2.6179
8.295,0.1
8.295,19.1321
8.295,2.59
8.295,0.1
8.295,19.1154
8.295,2.5936
8.295,0.1
8.397,2.5189
8.397,0.1
8.397,18.9176
8.397,2.5199
8.397,0.1
8.397,18.9146
8.397,2.5328
8.397,0.1
8.397,18.9047
8.397,2.5134
8.397,0.1
8.397,18.9788
8.397,2.5288
8.397,0.1
8.5,2.4192
8.5,0.1
8.5,18.675
8.5,2.4336
8.5,0.1
8.5,18.6602
8.5,2.4325
8.5,0.1
8.5,18.7495
8.5,2.4378
8.5,0.1
8.5,18.6834
8.5,2.4423
8.5,0.1
